time,is_immersive
2021-11-12 19:32:08.590,0
2021-11-12 19:32:10.610,1
2021-11-12 19:32:26.737,0
2021-11-12 19:32:52.951,0
2021-11-12 19:32:54.963,0
2021-11-12 19:32:58.996,0
2021-11-12 19:33:01.016,0
2021-11-12 19:33:06.035,0
2021-11-12 19:33:47.288,1
2021-11-12 19:33:48.292,0
2021-11-12 19:33:53.331,0
2021-11-12 19:33:57.365,1
2021-11-12 19:33:58.371,0
2021-11-12 19:41:56.506,0
2021-11-12 19:41:59.520,0
2021-11-12 19:47:17.054,1
2021-11-12 19:47:19.073,1
2021-11-12 19:47:20.076,0
2021-11-12 19:48:05.384,0
2021-11-12 19:48:07.408,1
2021-11-12 19:48:08.412,0
2021-11-12 19:48:40.635,0
2021-11-12 19:48:49.705,0
2021-11-12 19:49:48.193,1
2021-11-12 19:49:52.223,0
2021-11-12 19:50:31.542,1
2021-11-12 19:50:32.551,0
2021-11-12 19:53:18.843,1
2021-11-12 19:53:22.865,0
2021-11-12 19:53:32.939,1
2021-11-12 19:53:35.950,0
2021-11-13 00:41:29.702,1
2021-11-13 00:41:31.714,0
2021-11-13 00:41:42.808,0
2021-11-13 00:41:46.864,1
2021-11-13 00:41:47.874,0
2021-11-13 00:41:50.903,1
2021-11-13 00:42:26.193,0
2021-11-13 00:44:33.042,1
2021-11-13 00:44:34.056,0
2021-11-13 00:44:36.069,1
2021-11-13 00:44:38.083,0
2021-11-13 00:44:41.101,1
2021-11-13 00:44:42.116,0
2021-11-13 00:44:47.147,0
2021-11-13 00:44:49.170,0
2021-11-13 00:44:50.183,0
2021-11-13 01:02:59.832,1
2021-11-13 01:03:00.846,0
2021-11-13 01:03:01.856,1
2021-11-13 01:03:02.871,1
2021-11-13 01:03:04.895,0
2021-11-13 01:03:09.941,0
2021-11-13 01:03:12.959,0
2021-11-13 01:03:20.009,0
2021-11-13 01:03:22.034,0
2021-11-13 01:03:23.036,0
2021-11-13 01:03:25.053,0
2021-11-13 01:03:28.066,0
2021-11-13 01:03:29.081,0
2021-11-13 01:03:39.169,0
2021-11-13 01:03:42.211,0
2021-11-13 01:32:44.823,0
2021-11-13 01:33:48.312,0
2021-11-13 01:34:10.523,0
2021-11-13 01:37:15.755,0
2021-11-13 01:37:38.933,0
2021-11-13 01:37:39.948,0
2021-11-13 01:37:41.950,1
2021-11-13 01:37:42.957,0
2021-11-13 01:38:31.306,0
2021-11-13 01:38:40.410,0
2021-11-13 01:39:44.933,0
2021-11-13 01:39:46.960,1
2021-11-13 01:39:47.973,0
2021-11-13 01:44:42.021,0
2021-11-13 01:44:46.061,0
2021-11-13 01:44:47.078,1
2021-11-13 01:44:48.094,0
2021-11-13 01:44:55.153,0
2021-11-13 01:48:50.808,0
2021-11-13 01:49:04.930,0
2021-11-13 01:49:55.355,0
2021-11-13 01:50:18.529,0
2021-11-13 01:50:23.584,0
2021-11-13 01:51:09.924,0
2021-11-13 01:51:10.927,0
2021-11-13 01:51:11.941,0
2021-11-13 01:51:14.455,1
2021-11-13 01:51:16.989,0
2021-11-13 01:51:23.021,0
2021-11-13 01:52:51.666,1
2021-11-13 01:53:03.770,0
2021-11-13 01:53:10.832,0
2021-11-13 01:53:18.915,0
2021-11-13 02:06:13.157,0
2021-11-13 08:03:19.968,1
2021-11-13 08:03:21.987,1
2021-11-13 08:03:22.993,0
2021-11-13 08:03:24.495,0
2021-11-14 23:28:49.610,0
2021-11-14 23:28:54.668,1
2021-11-14 23:28:56.691,0
2021-11-14 23:28:59.721,0
2021-11-14 23:29:09.811,0
2021-11-14 23:29:36.060,0
2021-11-14 23:29:38.066,0
2021-11-14 23:30:24.409,0
2021-11-14 23:32:13.229,1
2021-11-14 23:32:14.244,0
2021-11-14 23:34:20.094,0
2021-11-14 23:34:22.111,0
2021-11-14 23:34:24.130,1
2021-11-14 23:34:25.138,0
2021-11-14 23:36:01.753,0
2021-11-14 23:36:20.874,0
2021-11-14 23:36:22.903,0
2021-11-14 23:37:11.238,0
2021-11-15 00:02:48.784,1
2021-11-15 00:02:50.801,1
2021-11-15 00:02:51.801,0
2021-11-15 00:04:47.571,0
2021-11-15 00:05:31.803,0
2021-11-15 00:06:37.366,0
2021-11-15 00:13:52.140,0
2021-11-15 00:17:34.878,0
2021-11-15 00:17:35.884,1
2021-11-15 00:17:36.897,0
2021-11-15 00:17:38.918,1
2021-11-15 00:17:40.944,0
2021-11-15 00:32:01.090,0
2021-11-15 00:32:24.327,0
2021-11-15 00:38:24.037,0
2021-11-15 00:38:26.053,0
2021-11-15 00:43:21.483,0
2021-11-15 00:43:25.516,0
2021-11-15 01:00:38.098,1
2021-11-15 01:01:09.361,0
2021-11-15 01:01:35.561,1
2021-11-15 01:02:16.814,0
2021-11-15 01:03:32.282,0
2021-11-15 01:03:35.316,0
2021-11-15 01:03:39.367,1
2021-11-15 01:03:42.397,0
2021-11-15 01:05:05.124,0
2021-11-15 01:05:28.298,0
2021-11-15 01:24:47.722,0
2021-11-15 01:24:49.741,0
2021-11-15 01:30:39.234,0
2021-11-15 01:30:48.295,0
2021-11-15 01:32:47.529,0
2021-11-15 01:32:56.597,0
2021-11-15 02:08:40.975,1
2021-11-15 02:09:24.548,1
2021-11-15 02:09:25.563,0
2021-11-15 02:14:17.818,0
2021-11-15 02:14:20.860,0
2021-11-15 03:20:16.832,1
2021-11-15 03:20:17.846,1
2021-11-15 03:20:18.860,0
2021-11-15 03:23:52.426,1
2021-11-15 03:23:57.452,1
2021-11-15 03:23:58.456,0
2021-11-15 05:33:54.998,0
2021-11-15 05:34:18.179,0
2021-11-15 05:41:28.638,1
2021-11-15 05:41:30.651,0
2021-11-15 05:41:46.767,0
2021-11-15 05:53:26.117,1
2021-11-15 05:53:27.122,0
2021-11-15 06:21:04.243,1
2021-11-15 06:21:15.311,0
2021-11-15 06:21:17.335,0
2021-11-15 06:21:18.346,0
2021-11-15 06:22:08.755,1
2021-11-15 06:22:09.763,0
2021-11-15 07:24:51.060,1
2021-11-15 07:25:39.526,1
2021-11-15 07:25:40.539,0
2021-11-15 07:25:56.617,1
2021-11-15 07:25:58.642,0
2021-11-15 07:26:00.158,0
2021-11-15 07:26:25.370,0
2021-11-15 07:27:29.870,1
2021-11-15 07:27:31.883,0
2021-11-15 07:27:32.897,0
2021-11-15 07:35:58.852,1
2021-11-15 07:35:59.865,0
2021-11-15 07:36:40.076,0
2021-11-15 07:39:04.147,1
2021-11-15 07:39:05.165,0
2021-11-15 07:40:20.728,0
2021-11-15 07:44:07.645,0
2021-11-15 07:44:09.662,0
2021-11-15 07:44:19.724,0
2021-11-15 07:44:21.728,0
2021-11-15 07:44:46.928,0
2021-11-15 07:44:49.934,0
2021-11-15 07:45:48.371,0
2021-11-15 07:45:52.417,0
2021-11-15 07:46:00.491,0
2021-11-15 07:46:09.581,0
2021-11-15 07:46:10.583,0
2021-11-15 07:46:14.627,1
2021-11-15 07:46:15.644,0
2021-11-15 07:48:12.680,1
2021-11-15 07:48:13.691,0
2021-11-15 07:48:18.743,1
2021-11-15 07:48:20.765,0
2021-11-15 07:51:03.086,0
2021-11-15 07:51:15.199,0
2021-11-15 07:52:08.671,0
2021-11-15 07:52:14.732,0
2021-11-15 08:01:33.712,0
2021-11-15 18:49:48.756,1
2021-11-15 18:49:49.763,1
2021-11-15 18:49:50.771,0
2021-11-15 18:49:54.808,0
2021-11-15 18:49:55.815,1
2021-11-15 18:50:00.875,0
2021-11-15 18:50:52.334,0
2021-11-15 18:50:57.377,0
2021-11-15 18:51:00.417,0
2021-11-15 18:51:04.452,0
2021-11-15 18:51:08.487,1
2021-11-15 18:51:10.506,0
2021-11-15 18:55:34.701,1
2021-11-15 18:55:35.716,0
2021-11-15 19:17:29.583,1
2021-11-15 19:17:30.591,1
2021-11-15 19:17:31.605,0
2021-11-15 19:51:49.771,1
2021-11-15 19:51:52.799,1
2021-11-15 19:51:53.813,0
2021-11-15 19:51:59.858,1
2021-11-15 19:52:02.876,0
2021-11-15 19:52:25.065,1
2021-11-15 19:52:26.079,0
2021-11-15 19:52:28.091,1
2021-11-15 19:52:29.105,0
2021-11-15 19:52:32.134,1
2021-11-15 19:52:33.144,0
2021-11-15 19:52:47.294,0
2021-11-15 19:52:49.321,0
2021-11-15 19:52:52.355,0
2021-11-15 19:52:57.384,0
2021-11-15 19:53:54.890,0
2021-11-15 19:54:11.074,1
2021-11-15 19:54:12.079,0
2021-11-15 19:54:13.092,1
2021-11-15 19:54:14.097,0
2021-11-15 19:54:22.186,0
2021-11-15 19:57:00.554,0
2021-11-15 20:01:16.116,0
2021-11-15 20:02:05.509,1
2021-11-15 20:02:07.522,0
2021-11-15 20:03:39.289,1
2021-11-15 20:03:40.303,0
2021-11-15 20:10:12.356,1
2021-11-15 20:10:13.357,0
2021-11-15 20:10:16.385,0
2021-11-15 20:24:39.304,1
2021-11-15 20:28:39.311,0
2021-11-15 20:37:22.880,0
2021-11-15 20:37:38.040,0
2021-11-15 20:53:42.269,1
2021-11-15 20:53:43.780,0
2021-11-15 20:54:02.936,0
2021-11-15 20:54:12.012,0
2021-11-15 20:59:54.464,0
2021-11-15 20:59:56.495,0
2021-11-15 21:00:38.883,0
2021-11-15 21:00:59.046,0
2021-11-15 21:02:57.753,1
2021-11-15 21:04:42.426,0
2021-11-15 21:26:22.598,1
2021-11-15 21:27:23.143,0
2021-11-15 21:42:53.093,0
2021-11-15 21:43:06.164,0
2021-11-15 22:00:03.896,1
2021-11-15 22:00:19.026,0
2021-11-15 22:00:21.035,1
2021-11-15 22:00:24.066,0
2021-11-15 22:01:11.428,1
2021-11-15 22:01:17.469,0
2021-11-15 22:01:21.489,1
2021-11-15 22:01:24.522,0
2021-11-15 22:01:28.585,1
2021-11-15 22:01:30.600,0
2021-11-15 22:02:46.270,1
2021-11-15 22:02:52.326,0
2021-11-15 22:02:54.337,0
2021-11-15 22:03:03.427,0
2021-11-15 22:15:15.126,0
2021-11-15 22:15:19.159,0
2021-11-15 22:15:23.188,1
2021-11-15 22:15:25.192,0
2021-11-15 22:15:42.329,0
2021-11-15 22:15:43.340,0
2021-11-15 22:15:45.364,1
2021-11-15 22:15:46.378,0
2021-11-15 22:15:57.498,1
2021-11-15 22:15:58.505,0
2021-11-15 22:16:04.563,1
2021-11-15 22:16:06.090,0
2021-11-15 22:16:34.385,1
2021-11-15 22:16:45.500,0
2021-11-15 22:16:47.525,1
2021-11-15 22:16:53.571,0
2021-11-15 22:16:56.609,1
2021-11-15 22:16:58.622,0
2021-11-15 22:17:34.971,0
2021-11-15 22:17:41.030,0
2021-11-15 22:23:09.908,1
2021-11-15 22:23:57.272,0
2021-11-15 22:24:08.395,1
2021-11-15 22:24:17.481,0
2021-11-15 22:27:46.441,0
2021-11-15 22:28:44.037,0
2021-11-15 22:29:42.506,0
2021-11-15 22:30:09.769,0
2021-11-15 22:30:19.864,0
2021-11-15 22:31:18.399,0
2021-11-15 22:44:53.008,0
2021-11-15 22:45:03.115,0
2021-11-15 22:46:20.805,0
2021-11-15 22:46:53.125,0
2021-11-15 22:47:15.358,0
2021-11-15 22:47:19.404,0
2021-11-15 22:47:28.480,0
2021-11-15 22:47:38.568,0
2021-11-15 22:47:41.596,0
2021-11-15 22:47:48.652,0
2021-11-15 22:48:29.025,0
2021-11-15 22:48:44.175,0
2021-11-15 22:48:49.223,0
2021-11-15 22:49:00.324,0
2021-11-15 22:49:11.455,0
2021-11-15 22:49:28.617,0
2021-11-15 22:49:58.395,0
2021-11-15 22:50:05.433,0
2021-11-15 22:50:13.495,0
2021-11-15 22:50:25.592,0
2021-11-15 23:01:03.591,0
2021-11-15 23:01:18.704,0
2021-11-15 23:01:29.805,0
2021-11-15 23:01:57.023,0
2021-11-15 23:03:59.115,0
2021-11-15 23:04:00.117,0
2021-11-15 23:04:24.296,1
2021-11-15 23:04:25.303,0
2021-11-15 23:04:26.310,1
2021-11-15 23:04:33.370,0
2021-11-15 23:04:35.400,0
2021-11-15 23:05:11.766,0
2021-11-15 23:06:13.323,0
2021-11-15 23:06:36.578,0
2021-11-15 23:06:52.738,0
2021-11-15 23:06:54.755,0
2021-11-15 23:07:03.843,0
2021-11-15 23:07:07.889,0
2021-11-15 23:07:25.059,0
2021-11-15 23:07:28.087,0
2021-11-15 23:07:29.100,1
2021-11-15 23:07:31.124,0
2021-11-15 23:10:23.802,1
2021-11-15 23:10:27.838,0
2021-11-15 23:10:43.985,0
2021-11-15 23:14:08.183,1
2021-11-15 23:14:11.195,0
2021-11-15 23:18:50.907,0
2021-11-15 23:18:53.936,0
2021-11-15 23:19:32.275,0
2021-11-15 23:19:34.299,0
2021-11-15 23:27:03.314,0
2021-11-15 23:27:06.355,0
2021-11-15 23:38:04.528,0
2021-11-15 23:38:06.539,0
2021-11-15 23:45:03.148,0
2021-11-15 23:45:04.149,0
2021-11-15 23:45:46.451,0
2021-11-15 23:45:51.505,0
2021-11-15 23:46:32.806,0
2021-11-15 23:46:49.981,0
2021-11-15 23:49:14.225,0
2021-11-15 23:50:26.844,0
2021-11-15 23:54:56.244,0
2021-11-15 23:55:00.294,0
2021-11-15 23:55:37.599,0
2021-11-15 23:55:49.721,0
2021-11-15 23:56:03.858,0
2021-11-15 23:56:10.412,0
2021-11-15 23:56:19.515,0
2021-11-15 23:57:04.933,0
2021-11-15 23:57:25.099,0
2021-11-15 23:57:31.161,0
2021-11-15 23:57:39.241,0
2021-11-15 23:59:28.344,0
2021-11-15 23:59:30.371,0
2021-11-15 23:59:34.378,0
2021-11-16 00:00:17.622,0
2021-11-16 00:01:56.545,0
2021-11-16 00:04:01.575,1
2021-11-16 00:04:12.705,0
2021-11-16 00:04:14.712,0
2021-11-16 00:04:17.752,0
2021-11-16 00:05:01.050,0
2021-11-16 00:05:52.498,0
2021-11-16 00:06:40.938,0
2021-11-16 00:08:07.707,0
2021-11-16 00:18:12.700,0
2021-11-16 00:21:19.065,0
2021-11-16 00:21:36.265,0
2021-11-16 00:21:50.402,0
2021-11-16 00:22:02.519,0
2021-11-16 00:22:26.686,0
2021-11-16 00:22:45.883,0
2021-11-16 00:22:58.970,0
2021-11-16 00:23:01.988,0
2021-11-16 00:23:26.193,0
2021-11-16 00:24:14.670,0
2021-11-16 00:24:40.907,0
2021-11-16 00:25:16.254,1
2021-11-16 00:25:18.268,0
2021-11-16 00:25:19.271,0
2021-11-16 00:25:21.299,0
2021-11-16 00:25:43.473,0
2021-11-16 00:26:05.672,0
2021-11-16 00:26:07.684,0
2021-11-16 00:26:13.737,0
2021-11-16 00:26:16.777,0
2021-11-16 00:26:35.915,0
2021-11-16 00:28:02.640,0
2021-11-16 00:29:09.260,0
2021-11-16 00:29:13.313,0
2021-11-16 00:29:48.653,0
2021-11-16 00:30:05.797,0
2021-11-16 00:31:24.409,1
2021-11-16 00:31:25.419,0
2021-11-16 00:31:34.542,0
2021-11-16 00:33:38.598,0
2021-11-16 00:40:27.716,0
2021-11-16 00:40:33.754,0
2021-11-16 00:41:26.195,0
2021-11-16 00:41:37.290,0
2021-11-16 00:46:31.599,0
2021-11-16 00:46:33.620,0
2021-11-16 01:14:05.126,1
2021-11-16 01:14:06.135,1
2021-11-16 01:14:07.137,0
2021-11-16 01:14:10.173,0
2021-11-16 01:15:10.656,0
2021-11-16 01:25:27.804,0
2021-11-16 01:25:45.963,0
2021-11-16 01:25:54.546,1
2021-11-16 01:25:55.550,0
2021-11-16 01:27:13.394,0
2021-11-16 01:28:45.164,0
2021-11-16 01:28:54.235,0
2021-11-16 01:33:39.663,1
2021-11-16 01:33:41.687,0
2021-11-16 01:34:37.082,0
2021-11-16 01:35:05.297,0
2021-11-16 01:36:24.929,0
2021-11-16 01:56:23.640,1
2021-11-16 01:56:25.663,1
2021-11-16 01:56:26.664,0
2021-11-16 01:56:53.848,0
2021-11-16 01:57:16.022,0
2021-11-16 01:57:20.049,0
2021-11-16 01:57:22.074,0
2021-11-16 01:57:47.318,0
2021-11-16 01:58:13.541,0
2021-11-16 01:59:00.965,1
2021-11-16 01:59:01.976,0
2021-11-16 02:02:53.916,0
2021-11-16 02:02:55.943,0
2021-11-16 02:06:53.937,0
2021-11-16 02:12:33.525,0
2021-11-16 02:12:36.546,0
2021-11-16 02:12:42.589,0
2021-11-16 02:12:47.645,0
2021-11-16 02:13:16.933,1
2021-11-16 02:13:18.961,0
2021-11-16 02:13:28.066,0
2021-11-16 02:14:03.324,1
2021-11-16 02:14:04.333,0
2021-11-16 02:14:16.445,0
2021-11-16 02:20:43.413,1
2021-11-16 02:20:44.415,0
2021-11-16 02:21:13.651,0
2021-11-16 02:22:14.668,0
2021-11-16 02:22:36.870,0
2021-11-16 02:22:52.993,0
2021-11-16 02:23:08.123,0
2021-11-16 02:23:17.202,0
2021-11-16 02:23:24.251,1
2021-11-16 02:23:35.373,0
2021-11-16 02:23:50.527,0
2021-11-16 02:23:52.547,0
2021-11-16 02:23:54.056,1
2021-11-16 02:23:57.089,0
2021-11-16 02:23:58.097,1
2021-11-16 02:23:59.104,0
2021-11-16 02:24:04.130,0
2021-11-16 02:24:06.154,0
2021-11-16 02:24:20.284,0
2021-11-16 02:24:44.514,0
2021-11-16 02:24:45.530,0
2021-11-16 02:24:46.539,0
2021-11-16 02:25:04.734,0
2021-11-16 02:25:07.773,0
2021-11-16 02:33:29.930,0
2021-11-16 02:41:04.678,1
2021-11-16 02:41:05.682,0
2021-11-16 02:52:34.343,1
2021-11-16 02:52:38.375,1
2021-11-16 02:52:40.399,0
2021-11-16 07:10:32.773,1
2021-11-16 07:10:33.783,1
2021-11-16 07:10:35.822,0
2021-11-16 07:10:40.880,0
2021-11-16 07:10:47.933,0
2021-11-16 07:10:58.016,0
2021-11-16 07:12:12.572,0
2021-11-16 07:12:31.762,0
2021-11-16 07:15:21.190,0
2021-11-16 07:15:25.234,0
2021-11-16 07:15:27.765,1
2021-11-16 07:15:28.871,1
2021-11-16 07:15:30.877,1
2021-11-16 07:15:33.918,0
2021-11-16 07:15:36.935,0
2021-11-16 07:25:50.956,1
2021-11-16 07:26:01.056,0
2021-11-16 07:27:38.923,1
2021-11-16 07:27:43.964,0
2021-11-16 07:29:32.937,1
2021-11-16 07:29:35.961,0
2021-11-16 07:29:38.989,1
2021-11-16 07:29:42.009,1
2021-11-16 07:29:43.024,1
2021-11-16 07:29:45.041,0
2021-11-16 07:29:48.073,0
2021-11-16 07:29:52.122,1
2021-11-16 07:29:59.206,0
2021-11-16 07:30:00.224,1
2021-11-16 07:30:03.260,0
2021-11-16 07:30:04.271,0
2021-11-16 07:30:06.298,1
2021-11-16 07:30:07.299,0
2021-11-16 18:20:26.195,0
2021-11-16 18:20:28.217,1
2021-11-16 18:20:31.236,0
2021-11-16 18:20:33.254,1
2021-11-16 18:20:36.264,0
2021-11-16 18:21:30.718,1
2021-11-16 18:21:31.731,1
2021-11-16 18:24:04.405,0
2021-11-16 18:24:40.762,1
2021-11-16 18:24:49.835,0
2021-11-16 18:25:44.224,1
2021-11-16 18:25:45.238,0
2021-11-16 18:25:47.256,1
2021-11-16 18:25:48.259,0
2021-11-16 18:25:57.314,1
2021-11-16 18:25:58.324,0
2021-11-16 18:39:04.315,1
2021-11-16 18:39:10.378,0
2021-11-16 18:39:15.428,0
2021-11-16 18:39:16.441,1
2021-11-16 18:39:20.503,0
2021-11-16 18:39:33.605,1
2021-11-16 18:39:36.630,1
2021-11-16 18:39:37.637,0
2021-11-16 18:39:39.652,0
2021-11-16 18:39:45.705,1
2021-11-16 18:39:48.740,1
2021-11-16 18:39:51.253,0
2021-11-16 18:39:52.268,1
2021-11-16 18:40:01.387,0
2021-11-16 18:48:28.811,0
2021-11-16 18:48:29.821,0
2021-11-16 18:50:51.094,0
2021-11-16 18:50:53.118,1
2021-11-16 18:50:56.147,0
2021-11-16 18:51:04.207,1
2021-11-16 18:51:05.715,0
2021-11-16 22:55:19.787,0
2021-11-16 22:55:20.804,1
2021-11-16 22:55:25.855,0
2021-11-16 22:57:44.257,0
2021-11-16 22:57:56.375,0
2021-11-16 23:12:15.189,0
2021-11-16 23:12:19.231,0
2021-11-16 23:13:51.820,0
2021-11-16 23:14:05.920,0
2021-11-16 23:14:06.932,0
2021-11-16 23:15:23.472,0
2021-11-16 23:15:27.502,0
2021-11-16 23:16:55.146,0
2021-11-16 23:16:56.166,1
2021-11-16 23:17:09.286,0
2021-11-16 23:17:38.446,1
2021-11-16 23:18:21.718,0
2021-11-16 23:21:22.136,0
2021-11-16 23:24:14.405,0
2021-11-16 23:46:45.395,1
2021-11-16 23:46:46.402,1
2021-11-16 23:46:47.321,0
2021-11-16 23:46:47.415,0
2021-11-16 23:46:49.333,1
2021-11-16 23:46:49.426,1
2021-11-16 23:46:50.428,1
2021-11-16 23:46:51.347,1
2021-11-16 23:49:34.740,0
2021-11-16 23:49:35.602,0
2021-11-17 00:00:05.743,1
2021-11-17 00:00:06.759,0
2021-11-17 00:00:09.792,0
2021-11-17 00:00:11.819,0
2021-11-17 00:00:12.822,0
2021-11-17 00:00:42.056,1
2021-11-17 00:00:43.072,1
2021-11-17 00:00:47.105,0
2021-11-17 00:00:52.138,0
2021-11-17 00:01:15.328,0
2021-11-17 00:01:15.343,0
2021-11-17 00:06:42.958,0
2021-11-17 00:06:42.959,0
2021-11-17 00:06:44.980,0
2021-11-17 00:08:35.854,0
2021-11-17 00:08:35.947,0
2021-11-17 00:08:36.950,1
2021-11-17 00:08:37.869,1
2021-11-17 00:09:59.573,0
2021-11-17 00:10:00.470,0
2021-11-17 00:10:17.598,0
2021-11-17 00:10:17.705,0
2021-11-17 00:10:18.714,0
2021-11-17 00:10:20.615,0
2021-11-17 00:10:20.725,0
2021-11-17 00:12:23.652,0
2021-11-17 00:12:23.792,0
2021-11-17 00:12:25.801,1
2021-11-17 00:12:26.661,1
2021-11-17 00:12:32.726,0
2021-11-17 00:12:32.855,0
2021-11-17 00:12:35.749,0
2021-11-17 00:12:35.878,0
2021-11-17 00:12:38.912,1
2021-11-17 00:12:39.770,0
2021-11-17 00:12:39.913,0
2021-11-17 00:12:45.955,0
2021-11-17 00:12:48.976,1
2021-11-17 00:12:49.990,0
2021-11-17 00:12:54.025,1
2021-11-17 00:13:28.296,0
2021-11-17 00:14:41.886,1
2021-11-17 00:14:43.396,1
2021-11-17 22:34:33.586,1
2021-11-17 22:34:35.596,1
2021-11-17 22:35:18.974,0
2021-11-17 22:35:37.140,0
2021-11-17 22:35:40.153,0
2021-11-17 22:35:44.173,0
2021-11-17 22:35:46.200,0
2021-11-17 22:35:51.227,0
2021-11-17 22:36:13.404,1
2021-11-17 22:36:15.418,1
2021-11-17 22:36:25.490,0
2021-11-17 22:36:31.522,1
2021-11-17 22:36:33.529,0
2021-11-17 22:44:32.349,1
2021-11-17 22:44:36.367,0
2021-11-17 22:44:41.412,0
2021-11-17 22:44:44.440,1
2021-11-17 22:44:47.462,0
2021-11-17 22:44:48.463,1
2021-11-17 22:44:56.530,1
2021-11-17 22:44:58.532,0
2021-11-17 22:45:04.592,0
2021-11-17 22:45:06.613,0
2021-11-17 22:45:07.615,0
2021-11-17 22:45:11.643,0
2021-11-17 22:45:50.004,1
2021-11-17 22:46:16.273,0
2021-11-17 22:47:33.983,1
2021-11-17 22:47:38.021,0
2021-11-17 22:47:39.033,1
2021-11-17 22:47:43.077,0
2021-11-17 22:47:45.096,0
2021-11-17 22:47:47.117,1
2021-11-17 22:47:48.129,1
2021-11-17 22:48:12.372,0
