,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.707119345664978,0.7255921363830566,0.7973557710647583,0.9436721801757812
1,0.695838212966919,0.9208549857139587,0.5069630742073059,0.9439617991447449
2,0.4721998870372772,0.925476610660553,0.36549338698387146,0.9470025897026062
3,0.3510722517967224,0.9316868782043457,0.27779415249824524,0.9522154927253723
4,0.27482154965400696,0.9385711550712585,0.22145916521549225,0.9535186886787415
5,0.2224554419517517,0.9447814226150513,0.18190740048885345,0.9588763117790222
6,0.18380805850028992,0.9546023607254028,0.15257671475410461,0.964813232421875
7,0.15515342354774475,0.9589832425117493,0.13168522715568542,0.9672748446464539
8,0.13368426263332367,0.9663489460945129,0.11570192128419876,0.974514901638031
9,0.11642863601446152,0.9742923378944397,0.10257962346076965,0.9807413816452026
