,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.6395284533500671,0.896030604839325,0.20035819709300995,0.9532167315483093
1,0.18066644668579102,0.9524938464164734,0.12546691298484802,0.9648021459579468
2,0.1083267331123352,0.9722573161125183,0.09935184568166733,0.9744566679000854
3,0.07328743487596512,0.9827837944030762,0.0767015591263771,0.9779894351959229
4,0.04882076010107994,0.991054356098175,0.054514989256858826,0.9908390045166016
5,0.03246724605560303,0.9939073920249939,0.03665684908628464,0.9960342645645142
6,0.02233283966779709,0.9957219362258911,0.023041028529405594,0.9985886216163635
7,0.01580747775733471,0.9964228868484497,0.014628129079937935,0.9987531304359436
8,0.011295141652226448,0.9978075623512268,0.009951388463377953,0.9988570213317871
9,0.008196552284061909,0.9984220266342163,0.007362066302448511,0.9990302324295044
