,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.6595682501792908,0.8694138526916504,0.19828440248966217,0.9803796410560608
1,0.14314663410186768,0.9695489406585693,0.06047821789979935,0.9933649897575378
2,0.0566987581551075,0.9909563660621643,0.024526825174689293,0.9978170990943909
3,0.02498634345829487,0.9952481985092163,0.012191526591777802,0.99843829870224
4,0.012355937622487545,0.9975910782814026,0.008793167769908905,0.9985936284065247
5,0.007391451857984066,0.9984908103942871,0.007493534591048956,0.9988093376159668
6,0.004781024064868689,0.9991059899330139,0.006867892108857632,0.9988783597946167
7,0.0032599407713860273,0.9994308352470398,0.006542942952364683,0.9989042282104492
8,0.0022358843125402927,0.9996262788772583,0.006621585227549076,0.9989128708839417
9,0.0016042343340814114,0.9997498989105225,0.0063797347247600555,0.9989215135574341
