,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.073833703994751,0.8091529607772827,0.31490570306777954,0.9516473412513733
1,0.27159568667411804,0.930968165397644,0.16349896788597107,0.9597830772399902
2,0.17226725816726685,0.9539467096328735,0.12479528784751892,0.9656107425689697
3,0.1251324862241745,0.9663493633270264,0.1050315797328949,0.9676302671432495
4,0.09284261614084244,0.9766753315925598,0.09102936834096909,0.9688419699668884
5,0.07014929503202438,0.9859244227409363,0.07791247963905334,0.9733425378799438
6,0.054078109562397,0.988731861114502,0.06632214784622192,0.9946916103363037
7,0.043000780045986176,0.9930775761604309,0.055775631219148636,0.9952685832977295
8,0.034878332167863846,0.9949620366096497,0.045832712203264236,0.9987305998802185
9,0.028626909479498863,0.9953850507736206,0.03698548302054405,0.9989036917686462
