,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.071778655052185,0.8029066324234009,0.5350478887557983,0.8359633088111877
1,0.3461626470088959,0.8947423696517944,0.3273733854293823,0.9845936894416809
2,0.1852540820837021,0.9587860107421875,0.14849980175495148,0.9904860258102417
3,0.10990067571401596,0.9839819073677063,0.07550723850727081,0.9942801594734192
4,0.06850134581327438,0.9913011789321899,0.04422882944345474,0.9962633848190308
5,0.04438132420182228,0.9935333728790283,0.0286598801612854,0.9972693920135498
6,0.030023440718650818,0.9958996772766113,0.01976507343351841,0.9985053539276123
7,0.020956149324774742,0.9977103471755981,0.01447345782071352,0.9986777901649475
8,0.015168159268796444,0.9979689717292786,0.011228379793465137,0.9986777901649475
9,0.011408770456910133,0.9980839490890503,0.009342125616967678,0.9987353086471558
