,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.6680237650871277,0.8841808438301086,0.2024764120578766,0.9705004096031189
1,0.1446944624185562,0.9727024435997009,0.07482039928436279,0.9896462559700012
2,0.0621640682220459,0.9892230033874512,0.028670215979218483,0.9968162178993225
3,0.02874053455889225,0.9952884912490845,0.014742270112037659,0.9982053637504578
4,0.01302262768149376,0.9978699088096619,0.009476570412516594,0.9985936284065247
5,0.006444819271564484,0.9990829825401306,0.007803494110703468,0.9987316727638245
6,0.003462027059867978,0.9995113015174866,0.00750457588583231,0.9986540079116821
7,0.0020449741277843714,0.9996119141578674,0.006829060614109039,0.9989732503890991
8,0.0012027090415358543,0.9998648762702942,0.0060560512356460094,0.999076783657074
9,0.000775467895437032,0.9999338984489441,0.005347773432731628,0.9992234706878662
