,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.335553526878357,0.7610008716583252,0.7002968192100525,0.8295912742614746
1,0.46926048398017883,0.8686607480049133,0.41718167066574097,0.8854346871376038
2,0.27586665749549866,0.9258939623832703,0.24887166917324066,0.9404144883155823
3,0.17336776852607727,0.9713354706764221,0.14706337451934814,0.9487622380256653
4,0.11510131508111954,0.9859073758125305,0.09712758660316467,0.9948186278343201
5,0.07699190080165863,0.9927140474319458,0.06525309383869171,0.9951065182685852
6,0.05143335461616516,0.9939603209495544,0.04349229112267494,0.9965457916259766
7,0.034489478915929794,0.9963570237159729,0.029785580933094025,0.9974093437194824
8,0.023499084636569023,0.9968363642692566,0.02170300856232643,0.9971214532852173
9,0.0163985937833786,0.9975074529647827,0.017036251723766327,0.9974093437194824
