,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.680821418762207,0.6397277116775513,1.8419740200042725,0.829879105091095
1,1.343338131904602,0.8473780155181885,0.9958771467208862,0.829879105091095
2,0.8592002987861633,0.847186267375946,0.809992790222168,0.829879105091095
3,0.6683292984962463,0.848720133304596,0.6698204874992371,0.8350604772567749
4,0.5299469232559204,0.8643466830253601,0.5566693544387817,0.8419688940048218
5,0.4376760721206665,0.8791103363037109,0.47384607791900635,0.841393232345581
6,0.37449371814727783,0.881315290927887,0.4092669188976288,0.8854346871376038
7,0.3251272737979889,0.8871632814407349,0.3507450819015503,0.9378238320350647
8,0.28156420588493347,0.922634482383728,0.29386964440345764,0.9383995532989502
9,0.24117782711982727,0.9466014504432678,0.23996283113956451,0.984455943107605
