,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.4088491201400757,0.7880203723907471,0.43057340383529663,0.9530321359634399
1,0.35948169231414795,0.9308528304100037,0.22708448767662048,0.9551093578338623
2,0.22540061175823212,0.9416210055351257,0.1609431654214859,0.9600138664245605
3,0.17179881036281586,0.9516007900238037,0.13335351645946503,0.965033769607544
4,0.13868416845798492,0.9620997905731201,0.11616890877485275,0.9673994779586792
5,0.11275915801525116,0.9697144627571106,0.1033850610256195,0.9697651863098145
6,0.09255693852901459,0.9775983095169067,0.09246591478586197,0.970515251159668
7,0.07662799209356308,0.983809232711792,0.08257333934307098,0.9735733866691589
8,0.06423374265432358,0.987558901309967,0.07338033616542816,0.9799203872680664
9,0.05444342643022537,0.9900778532028198,0.06485529243946075,0.9839593768119812
