,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.8411976099014282,0.8696726560592651,0.2538764774799347,0.9528633952140808
1,0.21458593010902405,0.9479767680168152,0.13802559673786163,0.965852677822113
2,0.12759315967559814,0.9684014320373535,0.10742286592721939,0.9695185422897339
3,0.08836016803979874,0.9807485342025757,0.0876893475651741,0.9700092077255249
4,0.06355728954076767,0.9854604005813599,0.0680680125951767,0.9845572113990784
5,0.045487046241760254,0.991143524646759,0.050608523190021515,0.994659960269928
6,0.03220734745264053,0.9949899911880493,0.036629706621170044,0.9987010955810547
7,0.02313036471605301,0.9967401623725891,0.025514429435133934,0.9987876415252686
8,0.016789931803941727,0.9977402091026306,0.01823352836072445,0.9990186095237732
9,0.01233764924108982,0.9984902739524841,0.013603730127215385,0.9989608526229858
