,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.5767305493354797,0.8780096173286438,0.18040210008621216,0.9894629120826721
1,0.1014428660273552,0.979898989200592,0.04730702191591263,0.9943505525588989
2,0.040673162788152695,0.9911279678344727,0.022207405418157578,0.9953280687332153
3,0.02147373929619789,0.9942992925643921,0.012955628335475922,0.9979443550109863
4,0.012055603787302971,0.9978250861167908,0.009562712162733078,0.9986918568611145
5,0.007800751365721226,0.998174786567688,0.008362788707017899,0.9987493753433228
6,0.005622955039143562,0.998615562915802,0.007958273403346539,0.9987924695014954
7,0.004329516086727381,0.9987832307815552,0.007996190339326859,0.9987493753433228
8,0.0034415677655488253,0.9992095828056335,0.00816000159829855,0.9988499879837036
9,0.002791306236758828,0.9993724226951599,0.008421211503446102,0.9989218711853027
