,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.0154484510421753,0.8367555141448975,0.3537250757217407,0.9512998461723328
1,0.29328086972236633,0.9401142597198486,0.2107187658548355,0.9569497108459473
2,0.18816401064395905,0.955517053604126,0.14422398805618286,0.9612478613853455
3,0.12923432886600494,0.9678727984428406,0.10892484337091446,0.9675736427307129
4,0.09399343281984329,0.9763504266738892,0.08675936609506607,0.9785268902778625
5,0.07101640105247498,0.9865593314170837,0.06950295716524124,0.9861871600151062
6,0.054881226271390915,0.9895833134651184,0.05538959056138992,0.9912304878234863
7,0.04256472736597061,0.9929478168487549,0.0436873584985733,0.994159460067749
8,0.0331430584192276,0.9946503043174744,0.03444014862179756,0.9978336095809937
9,0.025862831622362137,0.9959314465522766,0.02727392129600048,0.9985268712043762
