,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.5610819458961487,0.9121909737586975,0.180910125374794,0.9606719017028809
1,0.13220395147800446,0.9701946973800659,0.10306297242641449,0.9731925129890442
2,0.07408732920885086,0.9805769324302673,0.06298142671585083,0.9918174743652344
3,0.04322708025574684,0.9926179051399231,0.030155979096889496,0.9980777502059937
4,0.024043234065175056,0.9960017204284668,0.018836958333849907,0.9983461499214172
5,0.014768118970096111,0.997856616973877,0.012008660472929478,0.9987791180610657
6,0.008966718800365925,0.9986672401428223,0.008610768243670464,0.9987791180610657
7,0.005669698119163513,0.9991865158081055,0.007302075624465942,0.9987964034080505
8,0.003605217207223177,0.9994374513626099,0.00528681231662631,0.9990648627281189
9,0.002410390181466937,0.9996538162231445,0.0035412053111940622,0.9995237588882446
