,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.5581832528114319,0.8789063096046448,0.22051621973514557,0.9409617185592651
1,0.11682378500699997,0.9743250608444214,0.06851401180028915,0.994941234588623
2,0.0442596934735775,0.9918856024742126,0.02343101054430008,0.9986490607261658
3,0.02068793587386608,0.9962637424468994,0.012210440821945667,0.998706579208374
4,0.011347274295985699,0.9980935454368591,0.008895840495824814,0.998706579208374
5,0.007432021200656891,0.9982563853263855,0.007933801040053368,0.9987353086471558
6,0.005529237445443869,0.9983043074607849,0.007671958301216364,0.9987640380859375
7,0.004326934926211834,0.9987928867340088,0.007601608522236347,0.9988790154457092
8,0.0034319458063691854,0.9995592832565308,0.0075444369576871395,0.9989365339279175
9,0.0027354087214916945,0.9995688796043396,0.007576639298349619,0.9989652633666992
