,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.3484426438808441,0.9340211749076843,0.03532257303595543,0.9948262572288513
1,0.02544282376766205,0.9956985116004944,0.008254189975559711,0.998706579208374
2,0.0065773590467870235,0.9987449645996094,0.005914921406656504,0.9988790154457092
3,0.0027112369425594807,0.9995018243789673,0.005401020869612694,0.9989652633666992
4,0.0014105276204645634,0.9996646642684937,0.00543132284656167,0.998993992805481
5,0.0008361511281691492,0.9998466968536377,0.005391945131123066,0.9991376996040344
6,0.00048444513231515884,0.99991375207901,0.005451059900224209,0.9991664290428162
7,0.0002892411139328033,0.9999425411224365,0.0054764896631240845,0.9992239475250244
8,0.00017011098680086434,0.9999616742134094,0.005559431854635477,0.9992239475250244
9,0.00010276166722178459,0.9999808669090271,0.005550492089241743,0.9992526769638062
