,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.7184317111968994,0.8617290258407593,0.21365854144096375,0.9860308766365051
1,0.1311822235584259,0.9776877164840698,0.05155591294169426,0.9957747459411621
2,0.04618523269891739,0.9935333728790283,0.017016122117638588,0.9985628724098206
3,0.018904173746705055,0.9970971941947937,0.009039798751473427,0.9986777901649475
4,0.009206959046423435,0.9983330368995667,0.006594126578420401,0.9988215565681458
5,0.005178438033908606,0.9990036487579346,0.005625968798995018,0.9988502860069275
6,0.003021755488589406,0.9995018243789673,0.0051598879508674145,0.9988502860069275
7,0.0017949964385479689,0.9996838569641113,0.004861324094235897,0.9991089701652527
8,0.001089909696020186,0.9998946189880371,0.004614512901753187,0.9991952180862427
9,0.000682326965034008,0.9999233484268188,0.004471943713724613,0.9992239475250244
