,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.6868779063224792,0.8798769116401672,0.17342685163021088,0.962494969367981
1,0.16582386195659637,0.9548504948616028,0.118352971971035,0.9674571752548218
2,0.1037091612815857,0.974079430103302,0.09103088825941086,0.9680341482162476
3,0.07017524540424347,0.9802326560020447,0.06949687004089355,0.979978084564209
4,0.04923282563686371,0.9902893900871277,0.05382006987929344,0.9803242683410645
5,0.03520945459604263,0.9910585284233093,0.04314526170492172,0.9847095012664795
6,0.02639806643128395,0.9939621090888977,0.033781927078962326,0.9912295937538147
7,0.02019258216023445,0.995577335357666,0.025467071682214737,0.9987882971763611
8,0.015683714300394058,0.9969233870506287,0.019042769446969032,0.9989613890647888
9,0.012426518835127354,0.9978079199790955,0.01442722324281931,0.999076783657074
