,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.8865384459495544,0.8235226273536682,0.25858888030052185,0.9323788285255432
1,0.20854754745960236,0.9526519775390625,0.08291542530059814,0.9913748502731323
2,0.08469436317682266,0.9890779256820679,0.03019757568836212,0.9965499639511108
3,0.038679055869579315,0.9941365718841553,0.01390326488763094,0.9987924695014954
4,0.01895086094737053,0.9972982406616211,0.008288364857435226,0.9989075064659119
5,0.009983828291296959,0.9985054135322571,0.0063341776840388775,0.9990224838256836
6,0.00574425607919693,0.9992526769638062,0.0055421446450054646,0.9990800023078918
7,0.0034726783633232117,0.9995209574699402,0.005205195397138596,0.9990800023078918
8,0.0021142649929970503,0.999904215335846,0.0050233821384608746,0.9990800023078918
9,0.0012794117210432887,0.9999425411224365,0.004917103797197342,0.9990800023078918
